,timestamp,rating,title,text,parent_asin,verified_purchase
60227,2020-08-29 12:35:10,5.0,Nice product,Point and click  not complicated  keep out of eyes  one inch from forehead  click to turn on click to take temp  device vibrates to let you know it worked  easy peasy.,B075QQ8VZW,True
62450,2020-10-21 20:18:17,5.0,perfect for quick school checks,"Great, sleek design and easy to use!",B075QQ8VZW,True
63152,2019-08-28 20:48:00,5.0,Love it,I'm really happy about this purchase. The battery life is amazing and it's very accurate.,B075QQ8VZW,True
63274,2021-02-22 23:37:23,1.0,Seriously question the validity of these reviews,"The good — it’s fancy, super easy to use. But the good doesn’t really matter because...<br />The bad — it doesn’t actually measure body temper reliably.<br /><br />After a week of fevers in the house, I can safely say we thoroughly tested out this thermometer. Not once did it give the same reading twice, and frequently the range was anywhere from dead body to literally on fire. Completely useless.",B075QQ8VZW,True
63722,2023-02-28 16:06:36,1.0,Inaccurate! Off by As Much as 1 Degree (Farenheit),Bought this as a backup thermometer. Wildly inaccurate compared to a well tested Braun thermostat.,B075QQ8VZW,True
63825,2022-08-06 22:38:39,5.0,Small and accurate,"This little thermometer is great, it is small and cute.  It works and takes an accurate temp, plus it is super quick.  All you need to do is put to someone's forehead and it quickly reads the clear temp.",B075QQ8VZW,True
63934,2022-01-14 22:05:30,5.0,"Nice to have around, and easy to read.","Bought this after my wife told me none of our old digital under the tongue thermometers don't work anymore.  If I had rated this 10 days ago, I probably wouldn't rate too high.  Initially, we had problems getting this thing to work.  About one out of 4 tries, it would work.  The manual text is so small, I don't know if anyone can read it.  The real trick is to place right between your eyes and raise an inch, then press the button.  It still will not read my wife's temperature.  I just tell her ""you're dead"".  But, it did seem to work accurately, despite the negative reviews.  After my fever passed, it has read within a 1/10th of a degree at 98.6.  Easy to read, it the dark or in light.  Feels comfortable in the hand.  Lightly vibrates when ready to read, if you're checking your own temp.  Also, read a review about it being expired. I have no idea why a digital device would have an expiration, but mine is about 3 years from now.  Nice to have around, and a good price.",B075QQ8VZW,True
64040,2020-08-20 17:35:54,5.0,Great value. Accurate. Easy to use,Great thermometer. Easy to use. Great value,B075QQ8VZW,True
64076,2021-04-10 01:24:12,5.0,Accurate & simple to operate,Good value touches thermometer!,B075QQ8VZW,True
64568,2020-12-04 23:17:59,4.0,Handy and quick to get results.,Only four stars because haven’t used but like three times and am not totally sure how accurate it is. However it is easy to operate and “appears” to be accurate.,B075QQ8VZW,True
64823,2020-09-09 23:40:17,5.0,Thermometer,Easy to use - great to have at home during covid time,B075QQ8VZW,True
65763,2020-07-30 00:31:19,5.0,Great for the money,Very easy to use,B075QQ8VZW,True
66929,2020-09-21 04:03:56,1.0,Burns through batteries,"BAD: it burns through batteries SO fast! Any of the positives are outweighed by the fact that it always dead.<br />GOOD: easy to read. Easy to use. Quiet (buzzes instead of beeps - perhaps relates to battery issue). Seems a bit closer to correct than other touchless thermometers I have used, although still reads under.",B075QQ8VZW,True
67394,2020-07-16 20:58:12,5.0,So easy to use!,I love this thermometer.  It's instantaneous and fun to use.  Hold it near your forehead and push the button and in about one second it flashes the temperature.  I've recommended to several of my friends.,B075QQ8VZW,True
67643,2020-10-11 16:09:46,5.0,Easy to use,Easy to use.  Can't comment on accuracy but serves its purpose for us.,B075QQ8VZW,True
67712,2022-12-31 22:37:04,1.0,DANGEROUS - Do NOT buy: False readings,"Unfortunately, this product does not work. All readings came back between 97.3-97.5F. Our child was actually running 102.3F according to our accurate thermometer. We were hoping to add another thermometer to our diaper bag, with cold and flu season among us, but instead we instantly returned it.",B075QQ8VZW,True
68007,2020-05-25 09:45:55,5.0,Easy,easy to use and read,B075QQ8VZW,True
68214,2020-09-28 17:38:06,1.0,Eats batteries,The thermometer looks and feels good and well made. However I found that it eats batteries when it is supposed to be off. Apparently the Auto-Off feature does not work and even if it is not used the batteries (name brand) will be dead in 2 days. The use of batteries is unacceptable. This is probably a manufacturing defect as others have complained also. Returned for refund.,B075QQ8VZW,True
69027,2022-10-16 03:29:56,5.0,Works great!,Haven’t had any issues,B075QQ8VZW,True
69032,2020-07-05 12:42:40,1.0,Does not work first time every time!!!,Hard to use. Does not give a reading every time! Have to keep repositioning I. I am returning it.,B075QQ8VZW,True
69690,2020-09-16 17:38:34,5.0,Great for when grandchildren visit..,I have bought several and this is by far the best...,B075QQ8VZW,True
74436,2022-09-04 19:01:36,5.0,Used it yesterday,"A great thing to have ready, you never know when you’re going to need to know if someone in your family has a fever. Cannot comment on accuracy though. Got it on Prime Day this year after being recommended by Wirecutter.",B075QQ8VZW,True
75031,2022-12-16 07:51:59,2.0,Inaccurate,Coworker got 101.1 on a patient and this one said 96.6... patient did have a fever.,B075QQ8VZW,True
75779,2020-10-13 10:02:05,5.0,very accurate,we use this daily for temp checking of the kids. very accurate and simple to use,B075QQ8VZW,True
76221,2020-06-29 20:57:31,2.0,Inaccurate readings,"Very inaccurate readings. I returned the first one I got because we were getting temps in the 96 range using it exactly as the instructions say to. Got the replacement one and same thing. Works slightly better on the temple but it’s not an accurate reading at all. Very easy to use and read, I wish it worked properly because it’s great otherwise!",B075QQ8VZW,True
76551,2021-10-06 00:52:17,1.0,No longer Accurate - tossed it,*update- threw it out a few months later. It was sending out random readings like 79.4 then 101.2 back to back on my healthy forehead.<br /><br />I tested this against a rectal and oral thermometer and it came out accurate.,B075QQ8VZW,True
80392,2020-08-03 22:43:21,4.0,Infrared thermometer,Works well runs a little low . Averaging 97.8 most days. Sometimes you need to take it a second time to confirm accuracy,B075QQ8VZW,True
80480,2022-09-30 19:33:32,1.0,Was nice while it worked,"This thermometer was great but it lasted a whole 3 months and now it doesn’t work. I’ve changed the batteries, cleaned the sensor and nothing.",B075QQ8VZW,True
81474,2020-12-06 02:30:01,5.0,Trusted product,Works perfectly,B075QQ8VZW,True
81865,2021-11-24 02:18:01,5.0,User Friendly,"Love the ease of use, vibrates when done, clear display! Highly recommend!<br />Only preference would be a probe cover.",B075QQ8VZW,True
82566,2021-08-12 07:53:00,5.0,Best temporal thermometer I’ve used,"I generally dislike temporal and always go for oral or rectal in my toddler. Because that’s not always possible or comfortable, I’ve tried various temporal thermometers that I’ve been really disappointed in. This one is the best I’ve bought though. Its easy to use and read, it’s more accurate than others. Still not as accurate as rectal, but it did pick up on fever in my toddler.",B075QQ8VZW,True
83510,2023-01-04 02:23:59,2.0,Doubt it’s accurate,"Compared to my other thermometers, and the ones we use at work, this is not very accurate. It’s always much less.",B075QQ8VZW,True
87163,2020-10-02 18:25:29,5.0,Very quick results!,I have to take my daughters temperature every day before school and record it so needed something quick. This product Seems accurate and it’s extremely easy to use. You get results in seconds.,B075QQ8VZW,True
87840,2022-12-18 16:15:06,5.0,Quick and easy!,"I liked everything about this thermometer. It is easy to use and accurate! Unfortunately, we have had to use it a lot in my household due to illness. It’s very light weight.",B075QQ8VZW,True
88270,2020-12-07 22:38:44,5.0,The review was our decision maker...,Works like instructed.  Like the product & the price.,B075QQ8VZW,True
88748,2020-07-15 02:24:17,5.0,Buy it!,"This product is easy to use , easy to read, and sanitary as it does not touch the skin at all. Would recommend",B075QQ8VZW,True
89549,2020-09-24 21:17:13,2.0,Just use an oral thermometer,"This thermometer is wildly inaccurate. It basically thinks I am a cold, dead corpse.",B075QQ8VZW,True
90274,2020-07-02 05:07:54,1.0,"easy to use,easy to read, F- for accuracy... and yes, we were using it correctly",Bummer,B075QQ8VZW,True
90745,2022-12-03 19:55:12,1.0,According to this I'm dead.,"This is not very accurate at all. It reads really low. I check with another thermometer and it is in the normal range. With this forehead thermometer I'm always 95. Not accurate, if you need it work get a different one.",B075QQ8VZW,True
91094,2021-01-02 05:20:00,4.0,Seems to read about a degree low on normal temperature,"This gives you a very quick read on your temperature, but when compared with an ear digital therometer, it seems to be a degree lower on me, but about right on my husband.  Wonder why?",B075QQ8VZW,True
91248,2022-11-05 12:20:24,1.0,Do not buy - cannot rely on the reading,"Inaccurate, every read you take even if a few minutes apart gives a different number. cannot be trusted.",B075QQ8VZW,True
91985,2021-02-22 14:37:34,4.0,Sick,Great item,B075QQ8VZW,True
92012,2021-01-04 19:33:17,5.0,Easy use,No need to touch a person for their temp!,B075QQ8VZW,True
92742,2020-12-06 03:08:44,5.0,Good value!,"Compact, easy to use!",B075QQ8VZW,True
92841,2020-07-25 17:27:05,2.0,Maybe I received a defective item?,"It shouldn't be rocket science to use this item, but this item is hit or miss. Mostly miss. Sometimes it functions, mostly it doesn't which means I won't be able to use it in my office with clients. Waste of money.",B075QQ8VZW,True
